pokedex_number,name,region,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles
704,Goomy,Kalos,6,Normal,Soft Tissue Pokémon,1,Dragon,,0.3,2.8,3,Sap Sipper,Hydration,Gooey,300,45,50,35,55,75,40,45,35,60,Slow,1,Dragon,,50,40
705,Sliggoo,Kalos,6,Normal,Soft Tissue Pokémon,1,Dragon,,0.8,17.5,3,Sap Sipper,Hydration,Gooey,452,68,75,53,83,113,60,45,35,158,Slow,1,Dragon,,50,40
706,Goodra,Kalos,6,Normal,Dragon Pokémon,1,Dragon,,2,150.5,3,Sap Sipper,Hydration,Gooey,600,90,100,70,110,150,80,45,35,270,Slow,1,Dragon,,50,40
707,Klefki,Kalos,6,Normal,Key Ring Pokémon,2,Steel,Fairy,0.2,3,2,Prankster,,Magician,470,57,80,91,80,87,75,75,70,165,Fast,1,Mineral,,50,20
708,Phantump,Kalos,6,Normal,Stump Pokémon,2,Ghost,Grass,0.4,7,3,Natural Cure,Frisk,Harvest,309,43,70,48,50,60,38,120,70,62,Medium Fast,2,Amorphous,Grass,50,20
709,Trevenant,Kalos,6,Normal,Elder Tree Pokémon,2,Ghost,Grass,1.5,71,3,Natural Cure,Frisk,Harvest,474,85,110,76,65,82,56,60,70,166,Medium Fast,2,Amorphous,Grass,50,20
710,Pumpkaboo Average Size,Kalos,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.4,5,3,Pickup,Frisk,Insomnia,335,49,66,70,44,55,51,120,70,67,Medium Fast,1,Amorphous,,50,20
710,Pumpkaboo Small Size,Kalos,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.3,3.5,3,Pickup,Frisk,Insomnia,335,44,66,70,44,55,56,120,70,67,Medium Fast,1,Amorphous,,50,20
710,Pumpkaboo Large Size,Kalos,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.5,7.5,3,Pickup,Frisk,Insomnia,335,54,66,70,44,55,46,120,70,67,Medium Fast,1,Amorphous,,50,20
710,Pumpkaboo Super Size,Kalos,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.8,15,3,Pickup,Frisk,Insomnia,335,59,66,70,44,55,41,120,70,67,Medium Fast,1,Amorphous,,50,20
711,Gourgeist Average Size,Kalos,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.9,12.5,3,Pickup,Frisk,Insomnia,494,65,90,122,58,75,84,60,70,173,Medium Fast,1,Amorphous,,50,20
711,Gourgeist Small Size,Kalos,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.7,9.5,3,Pickup,Frisk,Insomnia,494,55,85,122,58,75,99,60,70,173,Medium Fast,1,Amorphous,,50,20
711,Gourgeist Large Size,Kalos,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.1,14,3,Pickup,Frisk,Insomnia,494,75,95,122,58,75,69,60,70,173,Medium Fast,1,Amorphous,,50,20
711,Gourgeist Super Size,Kalos,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.7,39,3,Pickup,Frisk,Insomnia,494,85,100,122,58,75,54,60,70,173,Medium Fast,1,Amorphous,,50,20
712,Bergmite,Kalos,6,Normal,Ice Chunk Pokémon,1,Ice,,1,99.5,3,Own Tempo,Ice Body,Sturdy,304,55,69,85,32,35,28,190,70,61,Medium Fast,2,Mineral,Monster,50,20
713,Avalugg,Kalos,6,Normal,Iceberg Pokémon,1,Ice,,2,505,3,Own Tempo,Ice Body,Sturdy,514,95,117,184,44,46,28,55,70,180,Medium Fast,2,Mineral,Monster,50,20
714,Noibat,Kalos,6,Normal,Sound Wave Pokémon,2,Flying,Dragon,0.5,8,3,Frisk,Infiltrator,Telepathy,245,40,30,35,45,40,55,190,70,49,Medium Fast,2,Dragon,Flying,50,20
715,Noivern,Kalos,6,Normal,Sound Wave Pokémon,2,Flying,Dragon,1.5,85,3,Frisk,Infiltrator,Telepathy,535,85,70,80,97,80,123,45,70,187,Medium Fast,2,Dragon,Flying,50,20
716,Xerneas,Kalos,6,Legendary,Life Pokémon,1,Fairy,,3,215,1,Fairy Aura,,,680,126,131,95,131,98,99,45,0,306,Slow,1,Undiscovered,,,120
717,Yveltal,Kalos,6,Legendary,Destruction Pokémon,2,Dark,Flying,5.8,203,1,Dark Aura,,,680,126,131,95,131,98,99,45,0,306,Slow,1,Undiscovered,,,120
718,Zygarde 50% Forme,Kalos,6,Legendary,Order Pokémon,2,Dragon,Ground,5,305,2,Aura Break,Power Construct,,600,108,100,121,81,95,95,3,0,270,Slow,1,Undiscovered,,,120
718,Zygarde 10% Forme,Kalos,6,Legendary,Order Pokémon,2,Dragon,Ground,1.2,33.5,2,Aura Break,Power Construct,,486,54,100,71,61,85,115,3,0,219,Slow,1,Undiscovered,,,120
718,Zygarde Complete Forme,Kalos,6,Legendary,Order Pokémon,2,Dragon,Ground,4.5,610,1,Power Construct,,,708,216,100,121,91,95,85,3,0,319,Slow,1,Undiscovered,,,120
719,Diancie,Kalos,6,Mythical,Jewel Pokémon,2,Rock,Fairy,0.7,8.8,1,Clear Body,,,600,50,100,150,100,150,50,3,70,270,Slow,1,Undiscovered,,,25
719,Mega Diancie,Kalos,6,Mythical,Jewel Pokémon,2,Rock,Fairy,1.1,27.8,1,Magic Bounce,,,700,50,160,110,160,110,110,3,70,315,Slow,1,Undiscovered,,,25
720,Hoopa Hoopa Confined,Kalos,6,Mythical,Mischief Pokémon,2,Psychic,Ghost,0.5,9,1,Magician,,,600,80,110,60,150,130,70,3,100,270,Slow,1,Undiscovered,,,120
720,Hoopa Hoopa Unbound,Kalos,6,Mythical,Djinn Pokémon,2,Psychic,Dark,6.5,490,1,Magician,,,680,80,160,60,170,130,80,3,100,306,Slow,1,Undiscovered,,,120
721,Volcanion,Kalos,6,Mythical,Steam Pokémon,2,Fire,Water,1.7,195,1,Water Absorb,,,600,80,110,120,130,90,70,3,100,270,Slow,1,Undiscovered,,,120
722,Rowlet,Alola,7,Normal,Grass Quill Pokémon,2,Grass,Flying,0.3,1.5,2,Overgrow,,Long Reach,320,68,55,55,50,50,42,45,70,64,Medium Slow,1,Flying,,87.5,15
723,Dartrix,Alola,7,Normal,Blade Quill Pokémon,2,Grass,Flying,0.7,16,2,Overgrow,,Long Reach,420,78,75,75,70,70,52,45,70,147,Medium Slow,1,Flying,,87.5,15
724,Decidueye,Alola,7,Normal,Arrow Quill Pokémon,2,Grass,Ghost,1.6,36.6,2,Overgrow,,Long Reach,530,78,107,75,100,100,70,45,70,239,Medium Slow,1,Flying,,87.5,15
725,Litten,Alola,7,Normal,Fire Cat Pokémon,1,Fire,,0.4,4.3,2,Blaze,,Intimidate,320,45,65,40,60,40,70,45,70,64,Medium Slow,1,Field,,87.5,15
726,Torracat,Alola,7,Normal,Fire Cat Pokémon,1,Fire,,0.7,25,2,Blaze,,Intimidate,420,65,85,50,80,50,90,45,70,147,Medium Slow,1,Field,,87.5,15
727,Incineroar,Alola,7,Normal,Heel Pokémon,2,Fire,Dark,1.8,83,2,Blaze,,Intimidate,530,95,115,90,80,90,60,45,70,239,Medium Slow,1,Field,,87.5,15
728,Popplio,Alola,7,Normal,Sea Lion Pokémon,1,Water,,0.4,7.5,2,Torrent,,Liquid Voice,320,50,54,54,66,56,40,45,70,64,Medium Slow,2,Field,Water 1,87.5,15
729,Brionne,Alola,7,Normal,Pop Star Pokémon,1,Water,,0.6,17.5,2,Torrent,,Liquid Voice,420,60,69,69,91,81,50,45,70,147,Medium Slow,2,Field,Water 1,87.5,15
730,Primarina,Alola,7,Normal,Soloist Pokémon,2,Water,Fairy,1.8,44,2,Torrent,,Liquid Voice,530,80,74,74,126,116,60,45,70,239,Medium Slow,2,Field,Water 1,87.5,15
731,Pikipek,Alola,7,Normal,Woodpecker Pokémon,2,Normal,Flying,0.3,1.2,3,Keen Eye,Skill Link,Pickup,265,35,75,30,30,30,65,255,70,53,Medium Fast,1,Flying,,50,15
732,Trumbeak,Alola,7,Normal,Bugle Beak Pokémon,2,Normal,Flying,0.6,14.8,3,Keen Eye,Skill Link,Pickup,355,55,85,50,40,50,75,120,70,124,Medium Fast,1,Flying,,50,15
733,Toucannon,Alola,7,Normal,Cannon Pokémon,2,Normal,Flying,1.1,26,3,Keen Eye,Skill Link,Sheer Force,485,80,120,75,75,75,60,45,70,218,Medium Fast,1,Flying,,50,15
734,Yungoos,Alola,7,Normal,Loitering Pokémon,1,Normal,,0.4,6,3,Strong Jaw,Stakeout,Adaptability,253,48,70,30,30,30,45,255,70,51,Medium Fast,1,Field,,50,15
735,Gumshoos,Alola,7,Normal,Stakeout Pokémon,1,Normal,,0.7,14.2,3,Strong Jaw,Stakeout,Adaptability,418,88,110,60,55,60,45,127,70,146,Medium Fast,1,Field,,50,15
736,Grubbin,Alola,7,Normal,Larva Pokémon,1,Bug,,0.4,4.4,1,Swarm,,,300,47,62,45,55,45,46,255,70,60,Medium Fast,1,Bug,,50,15
737,Charjabug,Alola,7,Normal,Battery Pokémon,2,Bug,Electric,0.5,10.5,1,Battery,,,400,57,82,95,55,75,36,120,70,140,Medium Fast,1,Bug,,50,15
738,Vikavolt,Alola,7,Normal,Stag Beetle Pokémon,2,Bug,Electric,1.5,45,1,Levitate,,,500,77,70,90,145,75,43,45,70,225,Medium Fast,1,Bug,,50,15
739,Crabrawler,Alola,7,Normal,Boxing Pokémon,1,Fighting,,0.6,7,3,Hyper Cutter,Iron Fist,Anger Point,338,47,82,57,42,47,63,225,70,68,Medium Fast,1,Water 3,,50,20
740,Crabominable,Alola,7,Normal,Woolly Crab Pokémon,2,Fighting,Ice,1.7,180,3,Hyper Cutter,Iron Fist,Anger Point,478,97,132,77,62,67,43,60,70,167,Medium Fast,1,Water 3,,50,20
741,Oricorio Baile Style,Alola,7,Normal,Dancing Pokémon,2,Fire,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,70,167,Medium Fast,1,Flying,,25,20
741,Oricorio Pom-Pom Style,Alola,7,Normal,Dancing Pokémon,2,Electric,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,70,167,Medium Fast,1,Flying,,25,20
741,Oricorio Pa'u Style,Alola,7,Normal,Dancing Pokémon,2,Psychic,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,70,167,Medium Fast,1,Flying,,25,20
741,Oricorio Sensu Style,Alola,7,Normal,Dancing Pokémon,2,Ghost,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,70,167,Medium Fast,1,Flying,,25,20
742,Cutiefly,Alola,7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.1,0.2,3,Honey Gather,Shield Dust,Sweet Veil,304,40,45,40,55,40,84,190,70,61,Medium Fast,2,Bug,Fairy,50,20
743,Ribombee,Alola,7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.2,0.5,3,Honey Gather,Shield Dust,Sweet Veil,464,60,55,60,95,70,124,75,70,162,Medium Fast,2,Bug,Fairy,50,20
744,Rockruff,Alola,7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,3,Keen Eye,Vital Spirit,Steadfast,280,45,65,40,30,40,60,190,70,56,Medium Fast,1,Field,,50,15
744,Own Tempo Rockruff,Alola,7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,1,Own Tempo,,,280,45,65,40,30,40,60,190,70,56,Medium Fast,1,Field,,50,15
745,Lycanroc Midday Form,Alola,7,Normal,Wolf Pokémon,1,Rock,,0.8,25,3,Keen Eye,Sand Rush,Steadfast,487,75,115,65,55,65,112,90,70,170,Medium Fast,1,Field,,50,15
745,Lycanroc Midnight Form,Alola,7,Normal,Wolf Pokémon,1,Rock,,1.1,25,3,Keen Eye,Vital Spirit,No Guard,487,85,115,75,55,75,82,90,70,170,Medium Fast,1,Field,,50,15
745,Lycanroc Dusk Form,Alola,7,Normal,Wolf Pokémon,1,Rock,,0.8,25,1,Tough Claws,,,487,75,117,65,55,65,110,90,70,170,Medium Fast,1,Field,,50,15
746,Wishiwashi Solo Form,Alola,7,Normal,Small Fry Pokémon,1,Water,,0.2,0.3,1,Schooling,,,175,45,20,20,25,25,40,60,70,61,Fast,1,Water 2,,50,15
746,Wishiwashi School Form,Alola,7,Normal,Small Fry Pokémon,1,Water,,8.2,78.6,1,Schooling,,,620,45,140,130,140,135,30,60,70,217,Fast,1,Water 2,,50,15
747,Mareanie,Alola,7,Normal,Brutal Star Pokémon,2,Poison,Water,0.4,8,3,Merciless,Limber,Regenerator,305,50,53,62,43,52,45,190,70,61,Medium Fast,1,Water 1,,50,20
748,Toxapex,Alola,7,Normal,Brutal Star Pokémon,2,Poison,Water,0.7,14.5,3,Merciless,Limber,Regenerator,495,50,63,152,53,142,35,75,70,173,Medium Fast,1,Water 1,,50,20
749,Mudbray,Alola,7,Normal,Donkey Pokémon,1,Ground,,1,110,3,Own Tempo,Stamina,Inner Focus,385,70,100,70,45,55,45,190,70,77,Medium Fast,1,Field,,50,20
750,Mudsdale,Alola,7,Normal,Draft Horse Pokémon,1,Ground,,2.5,920,3,Own Tempo,Stamina,Inner Focus,500,100,125,100,55,85,35,60,70,175,Medium Fast,1,Field,,50,20
751,Dewpider,Alola,7,Normal,Water Bubble Pokémon,2,Water,Bug,0.3,4,2,Water Bubble,,Water Absorb,269,38,40,52,40,72,27,200,70,54,Medium Fast,2,Bug,Water 1,50,15
752,Araquanid,Alola,7,Normal,Water Bubble Pokémon,2,Water,Bug,1.8,82,2,Water Bubble,,Water Absorb,454,68,70,92,50,132,42,100,70,159,Medium Fast,2,Bug,Water 1,50,15
753,Fomantis,Alola,7,Normal,Sickle Grass Pokémon,1,Grass,,0.3,1.5,2,Leaf Guard,,Contrary,250,40,55,35,50,35,35,190,70,50,Medium Fast,1,Grass,,50,20
754,Lurantis,Alola,7,Normal,Bloom Sickle Pokémon,1,Grass,,0.9,18.5,2,Leaf Guard,,Contrary,480,70,105,90,80,90,45,75,70,168,Medium Fast,1,Grass,,50,20
755,Morelull,Alola,7,Normal,Illuminating Pokémon,2,Grass,Fairy,0.2,1.5,3,Illuminate,Effect Spore,Rain Dish,285,40,35,55,65,75,15,190,70,57,Medium Fast,1,Grass,,50,20
756,Shiinotic,Alola,7,Normal,Illuminating Pokémon,2,Grass,Fairy,1,11.5,3,Illuminate,Effect Spore,Rain Dish,405,60,45,80,90,100,30,75,70,142,Medium Fast,1,Grass,,50,20
757,Salandit,Alola,7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,0.6,4.8,2,Corrosion,,Oblivious,320,48,44,40,71,40,77,120,70,64,Medium Fast,2,Dragon,Monster,87.5,20
758,Salazzle,Alola,7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,1.2,22.2,2,Corrosion,,Oblivious,480,68,64,60,111,60,117,45,70,168,Medium Fast,2,Dragon,Monster,0,20
759,Stufful,Alola,7,Normal,Flailing Pokémon,2,Normal,Fighting,0.5,6.8,3,Fluffy,Klutz,Cute Charm,340,70,75,50,45,50,50,140,70,68,Medium Fast,1,Field,,50,15
760,Bewear,Alola,7,Normal,Strong Arm Pokémon,2,Normal,Fighting,2.1,135,3,Fluffy,Klutz,Unnerve,500,120,125,80,55,60,60,70,70,175,Medium Fast,1,Field,,50,15
761,Bounsweet,Alola,7,Normal,Fruit Pokémon,1,Grass,,0.3,3.2,3,Leaf Guard,Oblivious,Sweet Veil,210,42,30,38,30,38,32,235,70,42,Medium Slow,1,Grass,,0,20
762,Steenee,Alola,7,Normal,Fruit Pokémon,1,Grass,,0.7,8.2,3,Leaf Guard,Oblivious,Sweet Veil,290,52,40,48,40,48,62,120,70,102,Medium Slow,1,Grass,,0,20
763,Tsareena,Alola,7,Normal,Fruit Pokémon,1,Grass,,1.2,21.4,3,Leaf Guard,Queenly Majesty,Sweet Veil,510,72,120,98,50,98,72,45,70,230,Medium Slow,1,Grass,,0,20
764,Comfey,Alola,7,Normal,Posy Picker Pokémon,1,Fairy,,0.1,0.3,3,Flower Veil,Triage,Natural Cure,485,51,52,90,82,110,100,60,70,170,Fast,1,Grass,,25,20
765,Oranguru,Alola,7,Normal,Sage Pokémon,2,Normal,Psychic,1.5,76,3,Inner Focus,Telepathy,Symbiosis,490,90,60,80,90,110,60,45,70,172,Slow,1,Field,,50,20
766,Passimian,Alola,7,Normal,Teamwork Pokémon,1,Fighting,,2,82.8,2,Receiver,,Defiant,490,100,120,90,40,60,80,45,70,172,Slow,1,Field,,50,20
767,Wimpod,Alola,7,Normal,Turn Tail Pokémon,2,Bug,Water,0.5,12,1,Wimp Out,,,230,25,35,40,20,30,80,90,70,46,Medium Fast,2,Bug,Water 3,50,20
768,Golisopod,Alola,7,Normal,Hard Scale Pokémon,2,Bug,Water,2,108,1,Emergency Exit,,,530,75,125,140,60,90,40,45,70,186,Medium Fast,2,Bug,Water 3,50,20
769,Sandygast,Alola,7,Normal,Sand Heap Pokémon,2,Ghost,Ground,0.5,70,2,Water Compaction,,Sand Veil,320,55,55,80,70,45,15,140,70,64,Medium Fast,1,Amorphous,,50,15
770,Palossand,Alola,7,Normal,Sand Castle Pokémon,2,Ghost,Ground,1.3,250,2,Water Compaction,,Sand Veil,480,85,75,110,100,75,35,60,70,168,Medium Fast,1,Amorphous,,50,15
771,Pyukumuku,Alola,7,Normal,Sea Cucumber Pokémon,1,Water,,0.3,1.2,2,Innards Out,,Unaware,410,55,60,130,30,130,5,60,70,144,Fast,1,Water 1,,50,15
772,Type: Null,Alola,7,Sub Legendary,Synthetic Pokémon,1,Normal,,1.9,120.5,1,Battle Armor,,,534,95,95,95,95,95,59,3,0,107,Slow,1,Undiscovered,,,120
773,Silvally,Alola,7,Sub Legendary,Synthetic Pokémon,1,Normal,,2.3,100.5,1,RKS System,,,570,95,95,95,95,95,95,3,0,257,Slow,1,Undiscovered,,,120
774,Minior Meteor Form,Alola,7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,40,1,Shields Down,,,440,60,60,100,60,100,60,30,70,154,Medium Slow,1,Mineral,,,25
774,Minior Core Form,Alola,7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,0.3,1,Shields Down,,,500,60,100,60,100,60,120,30,70,175,Medium Slow,1,Mineral,,,25
775,Komala,Alola,7,Normal,Drowsing Pokémon,1,Normal,,0.4,19.9,1,Comatose,,,480,65,115,65,75,95,65,45,70,168,Slow,1,Field,,50,20
776,Turtonator,Alola,7,Normal,Blast Turtle Pokémon,2,Fire,Dragon,2,212,1,Shell Armor,,,485,60,78,135,91,85,36,70,70,170,Medium Fast,2,Dragon,Monster,50,20
777,Togedemaru,Alola,7,Normal,Roly-Poly Pokémon,2,Electric,Steel,0.3,3.3,3,Iron Barbs,Lightning Rod,Sturdy,435,65,98,63,40,73,96,180,70,152,Medium Fast,2,Fairy,Field,50,10
778,Mimikyu,Alola,7,Normal,Disguise Pokémon,2,Ghost,Fairy,0.2,0.7,1,Disguise,,,476,55,90,80,50,105,96,45,70,167,Medium Fast,1,Amorphous,,50,20
779,Bruxish,Alola,7,Normal,Gnash Teeth Pokémon,2,Water,Psychic,0.9,19,3,Dazzling,Strong Jaw,Wonder Skin,475,68,105,70,70,70,92,80,70,166,Medium Fast,1,Water 2,,50,15
780,Drampa,Alola,7,Normal,Placid Pokémon,2,Normal,Dragon,3,185,3,Berserk,Sap Sipper,Cloud Nine,485,78,60,85,135,91,36,70,70,170,Medium Fast,2,Dragon,Monster,50,20
781,Dhelmise,Alola,7,Normal,Sea Creeper Pokémon,2,Ghost,Grass,3.9,210,1,Steelworker,,,517,70,131,100,86,90,40,25,70,181,Medium Fast,1,Mineral,,,25
782,Jangmo-o,Alola,7,Normal,Scaly Pokémon,1,Dragon,,0.6,29.7,3,Bulletproof,Soundproof,Overcoat,300,45,55,65,45,45,45,45,70,60,Slow,1,Dragon,,50,40
783,Hakamo-o,Alola,7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.2,47,3,Bulletproof,Soundproof,Overcoat,420,55,75,90,65,70,65,45,70,147,Slow,1,Dragon,,50,40
784,Kommo-o,Alola,7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.6,78.2,3,Bulletproof,Soundproof,Overcoat,600,75,110,125,100,105,85,45,70,270,Slow,1,Dragon,,50,40
785,Tapu Koko,Alola,7,Sub Legendary,Land Spirit Pokémon,2,Electric,Fairy,1.8,20.5,2,Electric Surge,,Telepathy,570,70,115,85,95,75,130,3,70,257,Slow,1,Undiscovered,,,15
786,Tapu Lele,Alola,7,Sub Legendary,Land Spirit Pokémon,2,Psychic,Fairy,1.2,18.6,2,Psychic Surge,,Telepathy,570,70,85,75,130,115,95,3,70,257,Slow,1,Undiscovered,,,15
787,Tapu Bulu,Alola,7,Sub Legendary,Land Spirit Pokémon,2,Grass,Fairy,1.9,45.5,2,Grassy Surge,,Telepathy,570,70,130,115,85,95,75,3,70,257,Slow,1,Undiscovered,,,15
788,Tapu Fini,Alola,7,Sub Legendary,Land Spirit Pokémon,2,Water,Fairy,1.3,21.2,2,Misty Surge,,Telepathy,570,70,75,115,95,130,85,3,70,257,Slow,1,Undiscovered,,,15
789,Cosmog,Alola,7,Legendary,Nebula Pokémon,1,Psychic,,0.2,0.1,1,Unaware,,,200,43,29,31,29,31,37,45,0,40,Slow,1,Undiscovered,,,120
790,Cosmoem,Alola,7,Legendary,Protostar Pokémon,1,Psychic,,0.1,999.9,1,Sturdy,,,400,43,29,131,29,131,37,45,0,140,Slow,1,Undiscovered,,,120
791,Solgaleo,Alola,7,Legendary,Sunne Pokémon,2,Psychic,Steel,3.4,230,1,Full Metal Body,,,680,137,137,107,113,89,97,45,0,306,Slow,1,Undiscovered,,,120
792,Lunala,Alola,7,Legendary,Moone Pokémon,2,Psychic,Ghost,4,120,1,Shadow Shield,,,680,137,113,89,137,107,97,45,0,306,Slow,1,Undiscovered,,,120
793,Nihilego,Alola,7,Sub Legendary,Parasite Pokémon,2,Rock,Poison,1.2,55.5,1,Beast Boost,,,570,109,53,47,127,131,103,45,0,257,Slow,1,Undiscovered,,,120
794,Buzzwole,Alola,7,Sub Legendary,Swollen Pokémon,2,Bug,Fighting,2.4,333.6,1,Beast Boost,,,570,107,139,139,53,53,79,45,0,257,Slow,1,Undiscovered,,,120
795,Pheromosa,Alola,7,Sub Legendary,Lissome Pokémon,2,Bug,Fighting,1.8,25,1,Beast Boost,,,570,71,137,37,137,37,151,45,0,257,Slow,1,Undiscovered,,,120
796,Xurkitree,Alola,7,Sub Legendary,Glowing Pokémon,1,Electric,,3.8,100,1,Beast Boost,,,570,83,89,71,173,71,83,45,0,257,Slow,1,Undiscovered,,,120
797,Celesteela,Alola,7,Sub Legendary,Launch Pokémon,2,Steel,Flying,9.2,999.9,1,Beast Boost,,,570,97,101,103,107,101,61,45,0,257,Slow,1,Undiscovered,,,120
798,Kartana,Alola,7,Sub Legendary,Drawn Sword Pokémon,2,Grass,Steel,0.3,0.1,1,Beast Boost,,,570,59,181,131,59,31,109,45,0,257,Slow,1,Undiscovered,,,120
799,Guzzlord,Alola,7,Sub Legendary,Junkivore Pokémon,2,Dark,Dragon,5.5,888,1,Beast Boost,,,570,223,101,53,97,53,43,45,0,257,Slow,1,Undiscovered,,,120
800,Necrozma,Alola,7,Legendary,Prism Pokémon,1,Psychic,,2.4,230,1,Prism Armor,,,600,97,107,101,127,89,79,255,0,270,Slow,1,Undiscovered,,,120
800,Dusk Mane Necrozma,Alola,7,Legendary,Prism Pokémon,2,Psychic,Steel,3.8,460,1,Prism Armor,,,680,97,157,127,113,109,77,3,0,306,Slow,1,Undiscovered,,,120
800,Dawn Wings Necrozma,Alola,7,Legendary,Prism Pokémon,2,Psychic,Ghost,4.2,350,1,Prism Armor,,,680,97,113,109,157,127,77,3,0,306,Slow,1,Undiscovered,,,120
800,Ultra Necrozma,Alola,7,Legendary,Prism Pokémon,2,Psychic,Dragon,7.5,230,1,Neuroforce,,,754,97,167,97,167,97,129,3,0,339,Slow,1,Undiscovered,,,120
801,Magearna,Alola,7,Mythical,Artificial Pokémon,2,Steel,Fairy,1,80.5,1,Soul-Heart,,,600,80,95,115,130,115,65,3,0,270,Slow,1,Undiscovered,,,120
802,Marshadow,Alola,7,Mythical,Gloomdweller Pokémon,2,Fighting,Ghost,0.7,22.2,1,Technician,,,600,90,125,80,90,90,125,3,0,270,Slow,1,Undiscovered,,,120
803,Poipole,Alola,7,Sub Legendary,Poison Pin Pokémon,1,Poison,,0.6,1.8,1,Beast Boost,,,420,67,73,67,73,67,73,45,0,189,Slow,1,Undiscovered,,,120
804,Naganadel,Alola,7,Sub Legendary,Poison Pin Pokémon,2,Poison,Dragon,3.6,150,1,Beast Boost,,,540,73,73,73,127,73,121,45,0,243,Slow,1,Undiscovered,,,120
805,Stakataka,Alola,7,Sub Legendary,Rampart Pokémon,2,Rock,Steel,5.5,820,1,Beast Boost,,,570,61,131,211,53,101,13,30,0,257,Slow,1,Undiscovered,,,120
806,Blacephalon,Alola,7,Sub Legendary,Fireworks Pokémon,2,Fire,Ghost,1.8,13,1,Beast Boost,,,570,53,127,53,151,79,107,30,0,257,Slow,1,Undiscovered,,,120
807,Zeraora,Alola,7,Mythical,Thunderclap Pokémon,1,Electric,,1.5,44.5,1,Volt Absorb,,,600,88,112,75,102,80,143,3,0,270,Slow,1,Undiscovered,,,120
808,Meltan,Alola,7,Mythical,Hex Nut Pokémon,1,Steel,,0.2,8,1,Magnet Pull,,,300,46,65,65,55,35,34,,,,Slow,1,Undiscovered,,,120
809,Melmetal,Alola,7,Mythical,Hex Nut Pokémon,1,Steel,,2.5,800,1,Iron Fist,,,600,135,143,143,80,65,34,,,,Slow,1,Undiscovered,,,120
810,Grookey,Galar,8,Normal,Chimp Pokémon,1,Grass,,0.3,5,2,Overgrow,,Grassy Surge,310,50,65,50,40,40,65,,,,Medium Slow,2,Field,Grass,,20
811,Thwackey,Galar,8,Normal,Beat Pokémon,1,Grass,,0.7,14,2,Overgrow,,Grassy Surge,420,70,85,70,55,60,80,,,,Medium Slow,2,Field,Grass,,20
812,Rillaboom,Galar,8,Normal,Drummer Pokémon,1,Grass,,2.1,90,2,Overgrow,,Grassy Surge,530,100,125,90,60,70,85,,,,Medium Slow,2,Field,Grass,,20
813,Scorbunny,Galar,8,Normal,Rabbit Pokémon,1,Fire,,0.3,4.5,2,Blaze,,Libero,310,50,71,40,40,40,69,,,,Medium Slow,2,Field,Human-Like,,20
814,Raboot,Galar,8,Normal,Rabbit Pokémon,1,Fire,,0.6,9,2,Blaze,,Libero,420,65,86,60,55,60,94,,,,Medium Slow,2,Field,Human-Like,,20
815,Cinderace,Galar,8,Normal,Striker Pokémon,1,Fire,,1.4,33,2,Blaze,,Libero,530,80,116,75,65,75,119,,,,Medium Slow,2,Field,Human-Like,,20
816,Sobble,Galar,8,Normal,Water Lizard Pokémon,1,Water,,0.3,4,2,Torrent,,Sniper,310,50,40,40,70,40,70,,,,Medium Slow,2,Field,Water 1,,20
817,Drizzile,Galar,8,Normal,Water lizard Pokémon,1,Water,,0.7,11.5,2,Torrent,,Sniper,420,65,60,55,95,55,90,,,,Medium Slow,2,Field,Water 1,,20
818,Inteleon,Galar,8,Normal,Secret Agent Pokémon,1,Water,,1.9,45.2,2,Torrent,,Sniper,530,70,85,65,125,65,120,,,,Medium Slow,2,Field,Water 1,,20
819,Skwovet,Galar,8,Normal,Cheeky Pokémon,1,Normal,,0.3,2.5,2,Cheek Pouch,,Gluttony,275,70,55,55,35,35,25,,,,Medium Fast,1,Field,,,20
